,Sentence,Name,Disease,SSNs,Dates,Address,City,Zipcode,Url,Account,Medical Record,Contact,Email,Passport,IP Address
43,"Mr Avery Murphy has  headache . Patient SSN 900-06-1973 . He came on 28-12-1920 . Patient home address is  861 Roberts Terrace Apt 11 Barnstable , 2140 .
we gave him http://www.youtube.com/watch?v=EEXZVZeF42w . Patient account number 4667745843 . Medical record Id DS4956577 . Patient 02457-831-12-60 Email is StantonConroy@verizon.net
Patient Id N984299 . Here is the IP 80.240.80.0",Avery Murphy,headache,900-06-1973,28-12-1920,861 Roberts Terrace Apt 11,Barnstable,2140,http://www.youtube.com/watch?v=EEXZVZeF42w,4667745843,DS4956577,02457-831-12-60,StantonConroy@verizon.net,N984299,80.240.80.0
44,"Mrs Adrian Davis is suffering from fever . Her SSN 459-55-1758 . She contacted on 23/9/2024 . Patient is from 1061 Marks Port Chatham , 1030 .
Advised her to reach http://www.youtube.com/watch?v=QOpyyrtzgBU"" . Patient account number is  1963532234 . Medical record Id ID8132417 . Her 009769-45-0 Email is SherlynLuettgen@mail2casey.com
Patient Id 887523 . IP address 194.0.222.0",Adrian Davis,fever,459-55-1758,23/9/2024,1061 Marks Port,Chatham,1030,"http://www.youtube.com/watch?v=QOpyyrtzgBU""",1963532234,ID8132417,009769-45-0,SherlynLuettgen@mail2casey.com,887523,194.0.222.0
45,"Mr Irina Rice is suffering from stomach ache . Patient SSN 534 94 2450 . He arrived on 25/6/1993 . Patient is from 865 Little Heights Framingham , 2637 .
Advised him to reach http://twitgoo.com/178zm0 . Patient account number 1147968537 . Medical record Id ID9512838 . Patient 0935069312 Email is TraciVolkman@cristianemail.com
Patient Id 03178241 . IP address 194.50.52.0",Irina Rice,stomach ache,534 94 2450,25/6/1993,865 Little Heights,Framingham,2637,http://twitgoo.com/178zm0,1147968537,ID9512838,0935069312,TraciVolkman@cristianemail.com,03178241,194.50.52.0
46,"Mr Merlin Vandervort has  cold . Patient SSN 054-14-2964 . He came on 7/4/1920 . Patient home address is  385 D'Amore Byway Unit 19 Boston , 2143 .
we gave him http://www.flickr.com/photos/90661090@N00/4346085673/sizes/l/ . Patient account number 5388775766 . Medical record Id CA6564105 . Patient 002929642 58 Email is DollyMarvin@zwallet.com
Patient Id L922980 . Here is the IP 94.46.208.0",Merlin Vandervort,cold,054-14-2964,7/4/1920,385 D'Amore Byway Unit 19,Boston,2143,http://www.flickr.com/photos/90661090@N00/4346085673/sizes/l/,5388775766,CA6564105,002929642 58,DollyMarvin@zwallet.com,L922980,94.46.208.0
47,"Mr Richard Rice has  Diarrhea . Patient SSN 213 18 5932 . He came on 5.7.2023. . Patient home address is  594 Doyle Quay Salem , 2215 .
we gave him http://picasaweb.google.com/lh/sredir?uname=118046018398449479849&target=PHOTO&id=5487471784527982850&aid=5487471637020290209&authkey=Gv1sRgCMSDt_uSnKWgnQE&feat=content_notification . Patient account number 9282894800 . Medical record Id ID9131471 . Patient 04963-297 2 3 Email is ArmandGrady@over-the-rainbow.com
Patient Id A3971090 . Here is the IP 193.141.21.0",Richard Rice,Diarrhea,213 18 5932,5.7.2023.,594 Doyle Quay,Salem,2215,http://picasaweb.google.com/lh/sredir?uname=118046018398449479849&target=PHOTO&id=5487471784527982850&aid=5487471637020290209&authkey=Gv1sRgCMSDt_uSnKWgnQE&feat=content_notification,9282894800,ID9131471,04963-297 2 3,ArmandGrady@over-the-rainbow.com,A3971090,193.141.21.0
48,"Mr Garfield Cruickshank has  stomach ache . Patient SSN 128 15 8246 . He came on 3/2/1914 . Patient home address is  120 Wuckert Track North Brookfield , 1040 .
we gave him http://www.youtube.com/watch?v=VmXtio32gms&feature=player_embedded . Patient account number 7219176614 . Medical record Id CA9497313 . Patient 05812-9042794 Email is MosesGreenholt@2die4.com
Patient Id 5330464 . Here is the IP 103.158.94.0",Garfield Cruickshank,stomach ache,128 15 8246,3/2/1914,120 Wuckert Track,North Brookfield,1040,http://www.youtube.com/watch?v=VmXtio32gms&feature=player_embedded,7219176614,CA9497313,05812-9042794,MosesGreenholt@2die4.com,5330464,103.158.94.0
49,"Mr Preston Bahringer has  cold . Patient SSN 642 86 9167 . He came on 25/3/1933 . Patient home address is  585 Greenfelder Camp Boston , 2351 .
we gave him http://notch.tumblr.com/post/773856733/vids-on-pc-gamer . Patient account number 4380070031 . Medical record Id CA8196046 . Patient 01608767-9380 Email is TamishaConsidine@mail2deanna.com
Patient Id G3965656 . Here is the IP 192.203.154.0",Preston Bahringer,cold,642 86 9167,25/3/1933,585 Greenfelder Camp,Boston,2351,http://notch.tumblr.com/post/773856733/vids-on-pc-gamer,4380070031,CA8196046,01608767-9380,TamishaConsidine@mail2deanna.com,G3965656,192.203.154.0
50,"Mr James Wyman is suffering from headache . Patient SSN 443-49-1018 . He arrived on 9/11/1931 . Patient is from 146 Weissnat View Chatham , 2472 .
Advised him to reach http://vids.myspace.com/index.cfm?fuseaction=vids.individual&videoid=105749270&TemplateId=155&utm_source=ORM&utm_medium=notification&utm_term=videothumtitle&utm_campaign=Group40NewVideo . Patient account number 0353196932 . Medical record Id CA9927124 . Patient 0904754-64-34 Email is BradParker@mail2evelyn.com
Patient Id H4189148 . IP address 185.40.236.0",James Wyman,headache,443-49-1018,9/11/1931,146 Weissnat View,Chatham,2472,http://vids.myspace.com/index.cfm?fuseaction=vids.individual&videoid=105749270&TemplateId=155&utm_source=ORM&utm_medium=notification&utm_term=videothumtitle&utm_campaign=Group40NewVideo,0353196932,CA9927124,0904754-64-34,BradParker@mail2evelyn.com,H4189148,185.40.236.0
51,"Mr Luciana Jakubowski is suffering from fever . Patient SSN 863-47-2932 . He arrived on 10/1/2021 . Patient is from 912 Monahan Crossing Apt 37 Swansea , 2138 .
Advised him to reach http://soundcloud.com/groups/poison-club-dusseldorf . Patient account number 6082277344 . Medical record Id MR8747544 . Patient 028191 41-18 Email is FranciscoDelrío@mail2uzbekistan.com
Patient Id L1487690 . IP address 62.68.74.0",Luciana Jakubowski,fever,863-47-2932,10/1/2021,912 Monahan Crossing Apt 37,Swansea,2138,http://soundcloud.com/groups/poison-club-dusseldorf,6082277344,MR8747544,028191 41-18,FranciscoDelrío@mail2uzbekistan.com,L1487690,62.68.74.0
52,"Mr Tabetha O'Hara has  cough . Patient SSN 055-26-5589 . He came on 7/1/1974 . Patient home address is  663 O'Connell Wall Boston , 1801 .
we gave him http://notch.tumblr.com/post/777773507/i-updated-the-offline-client-s . Patient account number 4130567569 . Medical record Id MR4188920 . Patient 02652-0-68 Email is MieshaWyman@mail2doctor.com
Patient Id 8118629 . Here is the IP 91.219.128.0",Tabetha O'Hara,cough,055-26-5589,7/1/1974,663 O'Connell Wall,Boston,1801,http://notch.tumblr.com/post/777773507/i-updated-the-offline-client-s,4130567569,MR4188920,02652-0-68,MieshaWyman@mail2doctor.com,8118629,91.219.128.0
53,"Mr Tianna Lehner has  fever . Patient SSN 563 08 3936 . He came on 18.12.1917 . Patient home address is  815 Friesen Estate Unit 8 Canton , 1040 .
we gave him http://soundcloud.com/peet-vait/radio-livemitschnitt-vom-29-05-10-mixed-by-peet-vait-just-crazy . Patient account number 7738558919 . Medical record Id CA1420545 . Patient 09452-82783 Email is LonSchuppe@jerusalemmail.com
Patient Id 5357010 . Here is the IP 217.29.176.0",Tianna Lehner,fever,563 08 3936,18.12.1917,815 Friesen Estate Unit 8,Canton,1040,http://soundcloud.com/peet-vait/radio-livemitschnitt-vom-29-05-10-mixed-by-peet-vait-just-crazy,7738558919,CA1420545,09452-82783,LonSchuppe@jerusalemmail.com,5357010,217.29.176.0
54,"Mr Ozzie Huel is suffering from cough . Patient SSN 319-33-2019 . He arrived on 21/4/1992 . Patient is from 456 Powlowski Glen Suite 58 Bernardston , 1907 .
Advised him to reach http://soundcloud.com/mrenti . Patient account number 8903103163 . Medical record Id MR6573710 . Patient 008482665 2 Email is MervinDietrich@thirdage.com
Patient Id CK2454933 . IP address 91.102.184.0",Ozzie Huel,cough,319-33-2019,21/4/1992,456 Powlowski Glen Suite 58,Bernardston,1907,http://soundcloud.com/mrenti,8903103163,MR6573710,008482665 2,MervinDietrich@thirdage.com,CK2454933,91.102.184.0
55,"Mr Paulita Goodwin is suffering from fever . Patient SSN 81178409 . He arrived on 25/9/1943 . Patient is from 677 Hills Flat Apt 15 Amherst , 2184 .
Advised him to reach http://soundcloud.com/npuheat/04-07-2010-rivas-heat . Patient account number 7013031075 . Medical record Id CA0783264 . Patient 0471 86 04 8 Email is CarinConn@rediffmailpro.com
Patient Id 7249258 . IP address 202.73.132.0",Paulita Goodwin,fever,81178409,25/9/1943,677 Hills Flat Apt 15,Amherst,2184,http://soundcloud.com/npuheat/04-07-2010-rivas-heat,7013031075,CA0783264,0471 86 04 8,CarinConn@rediffmailpro.com,7249258,202.73.132.0
56,"Mr Clint Deckow has  fever . Patient SSN 941-15-4979 . He came on 24/10/1933 . Patient home address is  836 McClure Row Woburn , 1854 .
we gave him http://www.youtube.com/watch?v=us7nAFSfo1U&feature=player_embedded . Patient account number 5487315134 . Medical record Id CA0665074 . Patient 01608767-9380 Email is SheldonPowlowski@mythirdage.com
Patient Id 96514488915 . Here is the IP 203.104.24.0",Clint Deckow,fever,941-15-4979,24/10/1933,836 McClure Row,Woburn,1854,http://www.youtube.com/watch?v=us7nAFSfo1U&feature=player_embedded,5487315134,CA0665074,01608767-9380,SheldonPowlowski@mythirdage.com,96514488915,203.104.24.0
57,"Mr Rachele Wiza has  cough . Patient SSN 616-12-6402 . He came on 9/1/2023 . Patient home address is  605 Reichert Tunnel Suite 13 Northbridge , 1951 .
we gave him http://tweetphoto.com/31138581 . Patient account number 6965394770 . Medical record Id MR9662820 . Patient 0745-569-6 90 Email is FaySchuster@freemail.com.pk
Patient Id Z2RV74180 . Here is the IP 192.231.177.0",Rachele Wiza,cough,616-12-6402,9/1/2023,605 Reichert Tunnel Suite 13,Northbridge,1951,http://tweetphoto.com/31138581,6965394770,MR9662820,0745-569-6 90,FaySchuster@freemail.com.pk,Z2RV74180,192.231.177.0
58,"Mr Danial D'Amore is suffering from fever . Patient SSN 212 37 1423 . He arrived on 1936-12-6 . Patient is from 672 Connelly Crossing Holliston , 1940 .
Advised him to reach http://soundcloud.com/groups/tech-house-producers . Patient account number 4105823280 . Medical record Id ID6597546 . Patient 075024 368 75-8 Email is ConnieMorar@mailforce.net
Patient Id B5G41952 . IP address 45.93.68.0",Danial D'Amore,fever,212 37 1423,1936-12-6,672 Connelly Crossing,Holliston,1940,http://soundcloud.com/groups/tech-house-producers,4105823280,ID6597546,075024 368 75-8,ConnieMorar@mailforce.net,B5G41952,45.93.68.0
59,"Mr Earleen Huels has  fever . Patient SSN 906-27-3216 . He came on 2019-9-13 . Patient home address is  781 Lockman Bridge New Ashford , 2038 .
we gave him http://www.flickr.com/photos/jocke66/3231294128/ . Patient account number 7564650903 . Medical record Id CA0175988 . Patient 09745-819-3 9 Email is EileneLockman@mail2deer.com
Patient Id HJ9S97530 . Here is the IP 185.110.248.0",Earleen Huels,fever,906-27-3216,2019-9-13,781 Lockman Bridge,New Ashford,2038,http://www.flickr.com/photos/jocke66/3231294128/,7564650903,CA0175988,09745-819-3 9,EileneLockman@mail2deer.com,HJ9S97530,185.110.248.0
60,"Mrs Mittie Rice is suffering from cold . Her SSN 256-70-6017 . She contacted on 1931-6-17 . Patient is from 708 Koepp Mews Saugus , 1030 .
Advised her to reach http://soundcloud.com/danie-l-avida/danie-l-avida-10-1 . Patient account number is  9698512105 . Medical record Id MR2133975 . Her 004 96 81-6 Email is MichealLang@sialkotoye.com
Patient Id 473055 . IP address 185.15.76.0",Mittie Rice,cold,256-70-6017,1931-6-17,708 Koepp Mews,Saugus,1030,http://soundcloud.com/danie-l-avida/danie-l-avida-10-1,9698512105,MR2133975,004 96 81-6,MichealLang@sialkotoye.com,473055,185.15.76.0
61,"Mr Benedict Fadel is suffering from heart attack . Patient SSN 662-37-8344 . He arrived on ३/६/१२ . Patient is from 297 Fritsch Estate Apt 24 Woburn , 2184 .
Advised him to reach http://yfrog.com/9gmelanie2j . Patient account number 6530641834 . Medical record Id MR4517021 . Patient 07489 729-040 Email is ErwinLehner@thegolfcourse.com
Patient Id 9985825930 . IP address 181.41.224.0",Benedict Fadel,heart attack,662-37-8344,३/६/१२,297 Fritsch Estate Apt 24,Woburn,2184,http://yfrog.com/9gmelanie2j,6530641834,MR4517021,07489 729-040,ErwinLehner@thegolfcourse.com,9985825930,181.41.224.0
62,"Mrs Agustin Vandervort is suffering from headache . Her SSN 470050817 . She contacted on 6/10/2011 . Patient is from 385 Sipes Orchard Apt 71 Upton , 2191 .
Advised her to reach http://yfrog.com/2carminiabielefeldj . Patient account number is  3340682184 . Medical record Id CA2597739 . Her 031486 70 35 Email is MichaelEbert@mail2connecticut.com
Patient Id P292133 . IP address 91.233.238.0",Agustin Vandervort,headache,470050817,6/10/2011,385 Sipes Orchard Apt 71,Upton,2191,http://yfrog.com/2carminiabielefeldj,3340682184,CA2597739,031486 70 35,MichaelEbert@mail2connecticut.com,P292133,91.233.238.0
63,"Mr Luciana Jakubowski has  fever . Patient SSN 422-85-0475 . He came on 28.4.1998. . Patient home address is  560 Herman Bridge Milford , 2718 .
we gave him http://soundcloud.com/starwinmarwin/starwinmarvin-seid-was-ihr-wollt . Patient account number 0965523622 . Medical record Id CA7161514 . Patient 08120 26-6 Email is IeshaMann@mail2psychiatrist.com
Patient Id 846531993691 . Here is the IP 196.46.28.0",Luciana Jakubowski,fever,422-85-0475,28.4.1998.,560 Herman Bridge,Milford,2718,http://soundcloud.com/starwinmarwin/starwinmarvin-seid-was-ihr-wollt,0965523622,CA7161514,08120 26-6,IeshaMann@mail2psychiatrist.com,846531993691,196.46.28.0
64,"Mr Erasmo Goodwin has  fever . Patient SSN 164 69 4009 . He came on 10.9.2015 . Patient home address is  797 Okuneva Heights Suite 69 Worcester , 2155 .
we gave him http://soundcloud.com/dj2-p . Patient account number 0824303496 . Medical record Id ID9014757 . Patient 07814 352-7 85 Email is SunConroy@space-man.com
Patient Id 4253447 . Here is the IP 124.40.224.0",Erasmo Goodwin,fever,164 69 4009,10.9.2015,797 Okuneva Heights Suite 69,Worcester,2155,http://soundcloud.com/dj2-p,0824303496,ID9014757,07814 352-7 85,SunConroy@space-man.com,4253447,124.40.224.0
65,"Mrs Ethelyn Nienow is suffering from cold . Her SSN 869-79-1470 . She contacted on 22/2/1939 . Patient is from 152 Stracke Pathway Apt 86 Westport , 2215 .
Advised her to reach http://soundcloud.com/larswickinger/larswickinger-funkybuthole-ms . Patient account number is  4950724518 . Medical record Id CA2856432 . Her 038160-975-2682 Email is RafaelHills@fromnewmexico.com
Patient Id E580117 . IP address 111.170.0.0",Ethelyn Nienow,cold,869-79-1470,22/2/1939,152 Stracke Pathway Apt 86,Westport,2215,http://soundcloud.com/larswickinger/larswickinger-funkybuthole-ms,4950724518,CA2856432,038160-975-2682,RafaelHills@fromnewmexico.com,E580117,111.170.0.0
66,"Mr Connie Schowalter has  cough . Patient SSN 271-35-8450 . He came on 27/10/1908 . Patient home address is  1000 Runolfsdottir Extension Natick , 1702 .
we gave him http://soundcloud.com/botox-cashpa/botoxcashpa-stick-atlantic . Patient account number 6589316168 . Medical record Id DS2430265 . Patient 05764 0295 Email is OleneGreenholt@sinamail.com
Patient Id M32R13746 . Here is the IP 45.8.52.0",Connie Schowalter,cough,271-35-8450,27/10/1908,1000 Runolfsdottir Extension,Natick,1702,http://soundcloud.com/botox-cashpa/botoxcashpa-stick-atlantic,6589316168,DS2430265,05764 0295,OleneGreenholt@sinamail.com,M32R13746,45.8.52.0
67,"Mrs Clorinda Williamson is suffering from cancer . Her SSN 224005538 . She contacted on 1/21/1924 . Patient is from 596 Johnson Ranch Apt 86 Natick , 2171 .
Advised her to reach http://soundcloud.com/tokxiin . Patient account number is  7296374876 . Medical record Id CA8393914 . Her 076-76-4790 Email is EldonBeahan@asiancityweb.com
Patient Id 9233904 . IP address 194.8.63.0",Clorinda Williamson,cancer,224005538,1/21/1924,596 Johnson Ranch Apt 86,Natick,2171,http://soundcloud.com/tokxiin,7296374876,CA8393914,076-76-4790,EldonBeahan@asiancityweb.com,9233904,194.8.63.0
68,"Mrs Maybelle Moore is suffering from heart attack . Her SSN 828-88-6697 . She contacted on 3/1/1920 . Patient is from 1089 Welch Bay Gloucester , 2151 .
Advised her to reach http://soundcloud.com/hyydro/hyydro-pres-different-sounds-17-06-2010 . Patient account number is  4593239175 . Medical record Id CA3082457 . Her 0763216-90 78 Email is ReyesWiza@chek.com
Patient Id 008468 . IP address 212.46.64.0",Maybelle Moore,heart attack,828-88-6697,3/1/1920,1089 Welch Bay,Gloucester,2151,http://soundcloud.com/hyydro/hyydro-pres-different-sounds-17-06-2010,4593239175,CA3082457,0763216-90 78,ReyesWiza@chek.com,008468,212.46.64.0
69,"Mr Terese Lehner is suffering from stomach ache . Patient SSN 668085190 . He arrived on 15-11-1989 . Patient is from 987 Gusikowski Spur Natick , 1105 .
Advised him to reach http://yfrog.com/1qvlcsnap2010070614h08m50p . Patient account number 2118737222 . Medical record Id ID1797428 . Patient 05812-9042794 Email is IvanAnkunding@snoopymail.com
Patient Id VBM314828 . IP address 217.8.192.0",Terese Lehner,stomach ache,668085190,15-11-1989,987 Gusikowski Spur,Natick,1105,http://yfrog.com/1qvlcsnap2010070614h08m50p,2118737222,ID1797428,05812-9042794,IvanAnkunding@snoopymail.com,VBM314828,217.8.192.0
70,"Mr Kelvin Yundt has  cough . Patient SSN 279 67 3405 . He came on 3/1/1920 . Patient home address is  439 Pacocha Lock Suite 79 Lowell , 2721 .
we gave him http://soundcloud.com/baxxbeatmusic/control-of-your-mind-1 . Patient account number 2042117426 . Medical record Id ID3912632 . Patient 0059 96-43-27 Email is EthanGrant@fishburne.org
Patient Id 2390068 . Here is the IP 195.74.90.0",Kelvin Yundt,cough,279 67 3405,3/1/1920,439 Pacocha Lock Suite 79,Lowell,2721,http://soundcloud.com/baxxbeatmusic/control-of-your-mind-1,2042117426,ID3912632,0059 96-43-27,EthanGrant@fishburne.org,2390068,195.74.90.0
71,"Mr Williams Hintz has  Diarrhea . Patient SSN 473-37-0245 . He came on 23/9/2024 . Patient home address is  238 Willms Bridge Suite 95 Acushnet , 1103 .
we gave him http://www.youtube.com/watch?v=N9qYF9DZPdw&feature=related . Patient account number 4975651395 . Medical record Id MR6559920 . Patient 065-98787 74 Email is WarrenProsacco@mail2devotion.com
Patient Id A1079507 . Here is the IP 66.78.64.0",Williams Hintz,Diarrhea,473-37-0245,23/9/2024,238 Willms Bridge Suite 95,Acushnet,1103,http://www.youtube.com/watch?v=N9qYF9DZPdw&feature=related,4975651395,MR6559920,065-98787 74,WarrenProsacco@mail2devotion.com,A1079507,66.78.64.0
